----------------------------------------------------------------------------
        UniProt - Swiss-Prot Protein Knowledgebase
        SIB Swiss Institute of Bioinformatics; Geneva, Switzerland
        European Bioinformatics Institute (EBI); Hinxton, United Kingdom
        Protein Information Resource (PIR); Washington DC, USA
----------------------------------------------------------------------------

Description: Drosophila: entries, gene names and cross-references to
             FlyBase
Name:        fly.txt
Release:     2016_07 of 06-Jul-2016

----------------------------------------------------------------------------

More information on Drosophila, its  genome, proteome, biology and genetics,
is available from the following WWW servers:

FlyBase      : http://flybase.org/

For each Drosophila entry in Swiss-Prot we provide the following information:

1) Primary gene name

   We indicate as the primary gene name, the gene symbol  currently in use
   in FlyBase.

2) Drosophila FlyBase species 'code'

   If a sequence does not originate from Drosophila melanogaster, then the
   species of origin is indicated using the  FlyBase  four letter code for
   that  species.   Example, Dvir stands for Drosophila virilis. All these
   codes refer to Drosophila species with the exception of the following:

   Camo for Chymomyza amoena
   Salb for Scaptomyza albovittata
   Ztub for Zaprionus tuberculatus

3) Swiss-Prot entry name

4) Swiss-Prot primary accession number

5) FlyBase gene accession number

   If more than one Swiss-Prot entries are linked to the same FlyBase entry
   than only the FlyBase gene accession number is only indicated once. This
   occurs when multiple entries are created due to alternative  splicing or
   when a transposable element encodes for a number of putative proteins.


Gene name           Fly    Swiss-Prot               FlyBase
GD18968             Dsim   H4_DROSI     P84043      FBgn0190477
GD18992             Dsim   SCC4_DROSI   B4QZ45      FBgn0190501
GD19084             Dsim   ASUN_DROSI   B4QX59      FBgn0190591
GD19093             Dsim   ARMET_DROSI  B4QX46      FBgn0190600
GD19097             Dsim   H4_DROSI     P84043      FBgn0190604
GD19204             Dsim   NCBP2_DROSI  B4QV17      FBgn0190709
GD19352             Dsim   EI3GB_DROSI  B4QS37      FBgn0190854
GD19381             Dsim   TOTA2_DROSI  B4R1Q5      FBgn0190882
GD19382             Dsim   TOTA1_DROSI  B4R1Q4      FBgn0190883
GD19383             Dsim   TOTC_DROSI   B4R1Q3      FBgn0190884
GD19384             Dsim   TOTB_DROSI   B4R1Q2      FBgn0190885
GD19385             Dsim   TOTZ_DROSI   B4R1Q1      FBgn0190886
GD19406             Dsim   DDRGK_DROSI  B4R133      FBgn0190907
GD19511             Dsim   UFL1_DROSI   B4QYZ3      FBgn0191007
GD19612             Dsim   NMDA1_DROSI  B4QWW7      FBgn0191104
GD19634             Dsim   ENOPH_DROSI  B4QW91      FBgn0191125
GD19663             Dsim   EI3F1_DROSI  B4QVL3      FBgn0191154
GD19678             Dsim   EIF3A_DROSI  B4QVI2      FBgn0191169
GD19954             Dsim   DGKH_DROSI   B4R0A5      FBgn0191437
GD20002             Dsim   SNMP1_DROSI  B4R136      FBgn0191485
GD20023             Dsim   TOTX_DROSI   B4R1P9      FBgn0191505
GD20043             Dsim   H2B_DROSI    P59782      FBgn0191524
GD20178             Dsim   WRNXO_DROSI  B4QUF6      FBgn0191656
GD20236             Dsim   SUR8_DROSI   B4QVR7      FBgn0191713
GD20301             Dsim   NOL6_DROSI   B4QX57      FBgn0191776
GD20328             Dsim   H2A_DROSI    P84054      FBgn0191802
GD20415             Dsim   PDE6_DROSI   B4QZU1      FBgn0191887
GD20417             Dsim   HTRA2_DROSI  B4QZU6      FBgn0191889
GD20424             Dsim   SOTI_DROSI   B4QZV5      FBgn0191896
GD20597             Dsim   EI3D2_DROSI  B4QT07      FBgn0192064
GD20626             Dsim   H2A_DROSI    P84054      FBgn0192092
GD20653             Dsim   JUPIT_DROSI  B4QU20      FBgn0192119
GD20747             Dsim   CARM1_DROSI  B4QVW6      FBgn0192213
GD20772             Dsim   TMEDE_DROSI  B4QWH9      FBgn0192236
GD21022             Dsim   EI3D1_DROSI  B4R222      FBgn0192477
GD21056             Dsim   SPAST_DROSI  B4QSF0      FBgn0192511
GD21160             Dsim   TMEDA_DROSI  A0AQ71      FBgn0192611
GD21465             Dsim   FOSL_DROSI   B4R090      FBgn0192899
GD21728             Dsim   TOTE_DROSI   B4QAF1      FBgn0193150
GD21729             Dsim   TOTF_DROSI   B4QAF0      FBgn0193151
GD21754             Dsim   CTU2_DROSI   B4Q9Z1      FBgn0193176
GD21788             Dsim   HOOK_DROSI   B4Q9E6      FBgn0193208
GD21846             Dsim   H2B_DROSI    P59782      FBgn0193265
GD21855             Dsim   H2B_DROSI    P59782      FBgn0193274
GD21974             Dsim   DRE2_DROSI   B4Q5Z1      FBgn0193389
GD22036             Dsim   GATC_DROSI   B4Q572      FBgn0193449
GD22183             Dsim   VTU4_DROSI   A4UM14      FBgn0193593
GD22226             Dsim   WDR12_DROSI  B4Q9T6      FBgn0193635
GD22229             Dsim   SMG8_DROSI   B4Q9T2      FBgn0193638
GD22305             Dsim   H2B_DROSI    P59782      FBgn0193712
GD22342             Dsim   PESC_DROSI   B4Q865      FBgn0193749
GD22388             Dsim   PDE6D_DROSI  B4Q785      FBgn0193794
GD22506             Dsim   EFGM_DROSI   B4Q5D5      FBgn0193908
GD22528             Dsim   IHOG_DROSI   B4Q599      FBgn0084648
GD22675             Dsim   EIF3I_DROSI  B4Q354      FBgn0194072
GD22888             Dsim   H2B_DROSI    P59782      FBgn0194282
GD23188             Dsim   RS21_DROSI   B4Q8M1      FBgn0194577
GD23335             Dsim   TOTM_DROSI   B4Q3K8      FBgn0194721
GD23409             Dsim   FICD_DROSI   B4Q4M7      FBgn0194794
GD23643             Dsim   ZGPAT_DROSI  B4Q8A7      FBgn0195020
GD24022             Dsim   H2A_DROSI    P84054      FBgn0195381
GD24076             Dsim   NUBP1_DROSI  B4Q7F5      FBgn0195432
GD24185             Dsim   A37C_DROSI   O96566      FBgn0025651
GD24267             Dsim   H2A_DROSI    P84054      FBgn0195615
GD24469             Dsim   H2A_DROSI    P84054      FBgn0195804
GD24533             Dsim   ENY2_DROSI   B4NUB3      FBgn0195867
GD24576             Dsim   DM7A_DROSI   B4NU50      FBgn0195906
GD24609             Dsim   EI3GA_DROSI  B4NTY9      FBgn0195937
GD25084             Dsim   ANM7_DROSI   B4QI55      FBgn0196396
GD25160             Dsim   ASPG2_DROSI  B4QGM0      FBgn0196472
GD25298             Dsim   AKTP2_DROSI  B4QEJ9      FBgn0196596
GD25302             Dsim   H2B_DROSI    P59782      FBgn0196600
GD25499             Dsim   TEF_DROSI    B4QIJ9      FBgn0196790
GD25512             Dsim   FEN1_DROSI   B4QIG6      FBgn0196803
GD25561             Dsim   CALYP_DROSI  B4QHH0      FBgn0196847
GD25576             Dsim   UFC1_DROSI   B4QHD6      FBgn0196862
GD25651             Dsim   CIAO1_DROSI  B4QFZ8      FBgn0196936
GD25700             Dsim   EIF3M_DROSI  B4QFD2      FBgn0196985
GD25757             Dsim   CLP1_DROSI   B4QEE3      FBgn0197038
GD25778             Dsim   FBSP1_DROSI  B4QE02      FBgn0197059
GD25868             Dsim   PTK7_DROSI   B4QC63      FBgn0197148
GD25924             Dsim   WDR48_DROSI  B4QB64      FBgn0197202
GD25982             Dsim   SDF2B_DROSI  B4QID8      FBgn0197259
Gdh                        DHE3_DROME   P54385      FBgn0001098
gdl                        GDL_DROME    P22468      FBgn0001099
gdl-ORF39                  GDLO_DROME   Q9U5V6      FBgn0028377
GE10105             Dyak   JUPIT_DROYA  B4PU44      FBgn0227987
GE10317             Dyak   RRF2M_DROYA  B4PMC6      FBgn0228185
GE10378             Dyak   EI3D1_DROYA  B4PNV2      FBgn0228244
GE10391             Dyak   PESC_DROYA   B4NY70      FBgn0228257
GE10429             Dyak   PTC71_DROYA  B4PPK3      FBgn0228292
GE10465             Dyak   CISD2_DROYA  B4PQ50      FBgn0228326
GE10583             Dyak   LST2_DROYA   B4PRU6      FBgn0228438
GE10736             Dyak   MOC2A_DROYA  B4PUD0      FBgn0228579
GE10737             Dyak   MOC2B_DROYA  B4PUD1      FBgn0228580
GE10828             Dyak   PDE6D_DROYA  B4NXG9      FBgn0228668
GE11342             Dyak   INT3_DROYA   B4ISV0      FBgn0229156
GE11394             Dyak   GATC_DROYA   B4P3Q9      FBgn0229204
GE11609             Dyak   ANM7_DROYA   B4P925      FBgn0229409
GE11735             Dyak   NTAQ1_DROYA  B4P6V4      FBgn0229529
GE11762             Dyak   LIS1_DROYA   B4P6P9      FBgn0229556
GE11763             Dyak   CLU_DROYA    B4P6P7      FBgn0229557
GE11867             Dyak   EIF3B_DROYA  B4P5F7      FBgn0229653
GE11882             Dyak   EIF3C_DROYA  B4P562      FBgn0229666
GE11901             Dyak   BOP1_DROYA   B4P528      FBgn0229685
GE12168             Dyak   TULP_DROYA   B4P9H8      FBgn0229934
GE12213             Dyak   EIF3K_DROYA  B4P8V1      FBgn0068513
GE12280             Dyak   CIAO1_DROYA  B4P7Q3      FBgn0230036
GE12333             Dyak   EIF3M_DROYA  B4P6M6      FBgn0068224
GE12364             Dyak   QVR_DROYA    B4P641      FBgn0230111
GE12373             Dyak   TRET1_DROYA  B4P624      FBgn0230119
GE12623             Dyak   TOTE_DROYA   B4PB41      FBgn0230351
GE12647             Dyak   CTU2_DROYA   B4PAZ6      FBgn0230375
GE12681             Dyak   HOOK_DROYA   B4PAF2      FBgn0230407
GE12759             Dyak   NUBP1_DROYA  B4P9A8      FBgn0230481
GE12915             Dyak   DAAF1_DROYA  B4P6W7      FBgn0230630
GE12948             Dyak   VTU4_DROYA   B4P184      FBgn0230662
GE13034             Dyak   WDR48_DROYA  B4P7H8      FBgn0230740
GE13328             Dyak   WDR12_DROYA  B4P116      FBgn0068268
GE13359             Dyak   CLP1_DROYA   B4P4H2      FBgn0231038
GE13372             Dyak   SMG8_DROYA   B4P0U1      FBgn0231051
GE13381             Dyak   FBSP1_DROYA  B4P4K8      FBgn0231060
GE13464             Dyak   RS11_DROYA   Q6XHX5      FBgn0068208
GE13482             Dyak   PTK7_DROYA   B4P5Q9      FBgn0231151
GE13669             Dyak   ASPG2_DROYA  B4P8E0      FBgn0231326
GE13821             Dyak   AKTP2_DROYA  B4PAP8      FBgn0231469
GE13868             Dyak   FICD_DROYA   B4P0E1      FBgn0231514
GE14031             Dyak   FEN1_DROYA   B4P5U9      FBgn0231661
GE14091             Dyak   CALYP_DROYA  B4P6P6      FBgn0231717
GE14107             Dyak   UFC1_DROYA   B4P6S9      FBgn0231732
GE14219             Dyak   TEF_DROYA    B4P8I0      FBgn0231839
GE14359             Dyak   KAD2_DROYA   B4PAR6      FBgn0231971
GE14456             Dyak   CDV3_DROYA   O16053      FBgn0250860
GE14476             Dyak   H4_DROYA     P84044      FBgn0232081
GE14578             Dyak   H2A_DROYA    P84055      FBgn0232174
GE14608             Dyak   DSK_DROYA    B2ZBA1      FBgn0232204
GE14966             Dyak   RAD54_DROYA  B4NXB8      FBgn0232556
GE15127             Dyak   H2A_DROYA    P84055      FBgn0232716
GE15286             Dyak   NFU1_DROYA   B4PZ52      FBgn0232872
GE15417             Dyak   NNRE_DROYA   B4PXF5      FBgn0232993
GE15576             Dyak   UBE2S_DROYA  B4Q2J2      FBgn0233148
GE15854             Dyak   KRR1_DROYA   B4P2Y8      FBgn0233416
GE15940             Dyak   UBA5_DROYA   B4PYA4      FBgn0233497
GE16340             Dyak   NO66_DROYA   B4Q068      FBgn0233870
GE16357             Dyak   NCBP1_DROYA  B4Q034      FBgn0233887
GE16371             Dyak   DCLK_DROYA   B4IT27      FBgn0233900
GE16425             Dyak   RTEL1_DROYA  B4PZB4      FBgn0233951
GE16448             Dyak   RL17_DROYA   Q6XJ13      FBgn0068331
GE16503             Dyak   PGAM5_DROYA  B4PY69      FBgn0234020
GE16741             Dyak   WUHO_DROYA   B4PYR0      FBgn0234237
GE16816             Dyak   NAAT1_DROYA  B4PZQ4      FBgn0234308
GE16930             Dyak   CCCP_DROYA   Q24764      FBgn0013174
GE16936             Dyak   EI3GA_DROYA  B4Q0Y7      FBgn0234424
GE16980             Dyak   TRMB_DROYA   B4Q1B6      FBgn0068318
GE17104             Dyak   MTNB_DROYA   B4Q2F5      FBgn0234586
GE17290             Dyak   ENY2_DROYA   B4PY93      FBgn0234764
GE17491             Dyak   DM7A_DROYA   B4Q0P1      FBgn0234954
GE17492             Dyak   SWS_DROYA    B4Q0P3      FBgn0234955
GE17493             Dyak   DM7B_DROYA   B4Q0P5      FBgn0234956
GE17883             Dyak   MOCOS_DROYA  B4PYH5      FBgn0235321
GE18186             Dyak   RS21_DROYA   Q6XIR2      FBgn0235617
GE18192             Dyak   AFF4_DROYA   B4NXA8      FBgn0235623
GE18198             Dyak   U518_DROYA   B4NXB9      FBgn0235629
GE18370             Dyak   EFGM_DROYA   B4NZM7      FBgn0235790
GE18390             Dyak   IHOG_DROYA   B4NZY8      FBgn0084224
GE18701             Dyak   EIF3H_DROYA  B4P3T9      FBgn0236098
GE18783             Dyak   MOCS3_DROYA  B4NXF7      FBgn0236169
GE18884             Dyak   ZGPAT_DROYA  B4NYQ2      FBgn0236263
GE19213             Dyak   LPHN_DROYA   B4P3A0      FBgn0236570
GE19290             Dyak   ASPG1_DROYA  B4NWI1      FBgn0236640
GE19320             Dyak   EIF3J_DROYA  B4NX24      FBgn0236670
GE19419             Dyak   DRE2_DROYA   B4NYT3      FBgn0236762
GE19427             Dyak   SRRT_DROYA   B4NYV0      FBgn0236770
GE19686             Dyak   VMA21_DROYA  B4PET6      FBgn0237021
GE19695             Dyak   NBP22_DROYA  B4PES4      FBgn0237030
GE19812             Dyak   FLOWR_DROYA  B4PD01      FBgn0237144
GE20146             Dyak   EIF3L_DROYA  B4PG99      FBgn0237469
GE20230             Dyak   WLS_DROYA    B4PF15      FBgn0237550
GE20399             Dyak   URM1_DROYA   B4PCA1      FBgn0237715
GE20568             Dyak   SHEP_DROYA   B4PIS2      FBgn0237877
GE20747             Dyak   EI3F2_DROYA  B4NYU1      FBgn0238048
GE20954             Dyak   CUE_DROYA    B4PD96      FBgn0238239
GE21237             Dyak   QTRD1_DROYA  B4PEV9      FBgn0238509
GE21507             Dyak   SDF2B_DROYA  B4NXN5      FBgn0238764
GE21508             Dyak   UBP36_DROYA  B4PIW8      FBgn0238765
GE21973             Dyak   AKTP1_DROYA  B4NWM2      FBgn0239206
GE22063             Dyak   SGF11_DROYA  B4PJ01      FBgn0239293
GE22150             Dyak   COQ4_DROYA   B4PJV6      FBgn0239379
GE22281             Dyak   KLHDB_DROYA  B4PD06      FBgn0239506
GE22313             Dyak   OST4_DROYA   B4P417      FBgn0239538
GE22325             Dyak   PLK4_DROYA   B4PDM5      FBgn0239548
GE22400             Dyak   LIAS2_DROYA  B4PF83      FBgn0239623
GE22576             Dyak   CTU1_DROYA   B4P3W7      FBgn0239795
GE22682             Dyak   NARF_DROYA   B4ISL0      FBgn0239891
GE22745             Dyak   LIAS1_DROYA  B4IUG3      FBgn0239951
GE23099             Dyak   NPLP3_DROYA  Q71DC3      FBgn0240300
GE23226             Dyak   SDF2A_DROYA  B4P2P8      FBgn0240425
GE23241             Dyak   NBP21_DROYA  B4IUH5      FBgn0240440
GE23315             Dyak   MTNA_DROYA   B4PNE2      FBgn0240510
GE23400             Dyak   RS7_DROYA    P62085      FBgn0068359
GE23439             Dyak   SPAST_DROYA  B4PL32      FBgn0240623
GE23545             Dyak   TMEDA_DROYA  B4PUZ3      FBgn0240721
GE23618             Dyak   KTU_DROYA    B4P238      FBgn0240791
GE23838             Dyak   ASNA_DROYA   B4P1R6      FBgn0068404
GE23884             Dyak   FOSL_DROYA   B4PPK2      FBgn0241033
GE23980             Dyak   HH_DROYA     B4PN49      FBgn0241122
GE24070             Dyak   EAF_DROYA    B4P1N5      FBgn0241209
GE24170             Dyak   SUR8_DROYA   B4PU77      FBgn0241301
GE24201             Dyak   WDR55_DROYA  B4PU14      FBgn0241332
GE24216             Dyak   FOXO_DROYA   B4PTD3      FBgn0241347
GE24247             Dyak   H4_DROYA     P84044      FBgn0241376
GE24275             Dyak   SCC4_DROYA   B4PS83      FBgn0241404
GE24344             Dyak   SPNE_DROYA   B4PRJ9      FBgn0241465
GE24382             Dyak   ASUN_DROYA   B4PR20      FBgn0241503
GE24392             Dyak   ARMET_DROYA  B4PR07      FBgn0241512
GE24545             Dyak   EI3D2_DROYA  B4PNN4      FBgn0241657
GE24716             Dyak   CARM1_DROYA  B4PVH6      FBgn0241821
GE24749             Dyak   TMEDE_DROYA  B4PVC6      FBgn0241852
GE24771             Dyak   RAS1_DROYA   B4PUP5      FBgn0241874
GE24946             Dyak   DGKH_DROYA   B4PRE2      FBgn0242040
GE25009             Dyak   SNMP1_DROYA  B4PQC2      FBgn0242099
GE25034             Dyak   PURA_DROYA   B4PPT4      FBgn0242123
GE25207             Dyak   WRNXO_DROYA  B4PLB3      FBgn0242291
GE25274             Dyak   NMDA1_DROYA  B4PVB0      FBgn0242356
GE25301             Dyak   ENOPH_DROYA  B4PV71      FBgn0242381
GE25339             Dyak   EI3F1_DROYA  B4PUG5      FBgn0242417
GE25350             Dyak   EIF3A_DROYA  B4PTS9      FBgn0242428
GE25388             Dyak   TOTM_DROYA   B4P071      FBgn0242465
GE25514             Dyak   NCBP2_DROYA  B4PL68      FBgn0242580
GE25664             Dyak   EI3GB_DROYA  B4PP90      FBgn0242726
GE25694             Dyak   TOTA_DROYA   B4PPU4      FBgn0242752
GE25695             Dyak   TOTB_DROYA   B4PPU5      FBgn0242753
GE25696             Dyak   TOTZ_DROYA   B4PPU6      FBgn0242754
GE25716             Dyak   DDRGK_DROYA  B4PQC4      FBgn0242774
GE25823             Dyak   UFL1_DROYA   B4PS24      FBgn0242873
GE25944             Dyak   PTER_DROYA   B4PUM2      FBgn0242991
GE26004             Dyak   CRBN_DROYA   B4PVI7      FBgn0243047
GE26077             Dyak   TCTP_DROYA   Q6XIN1      FBgn0068302
GE26285             Dyak   IRS1_DROYA   B4NZ70      FBgn0243316
GE26326             Dyak   NOL6_DROYA   B4PR18      FBgn0243356
GE26432             Dyak   KIBRA_DROYA  B4PSQ2      FBgn0243454
GE26445             Dyak   PDE6_DROYA   B4PSS5      FBgn0243466
GE26447             Dyak   HTRA2_DROYA  B4PST0      FBgn0243468
GE26454             Dyak   SOTI_DROYA   B4PST7      FBgn0243475
Ge-1                       EDC4_DROME   Q9VKK1      FBgn0032340
gek                        GEK_DROME    Q9W1B0      FBgn0023081
Gel                        GELS_DROME   Q07171      FBgn0010225
Gem2                       GEMI2_DROME  Q9VVX0      FBgn0036850
Gen                        GEN_DROME    Q9VRJ0      FBgn0263831
GF10347             Dana   VMA21_DROAN  B3M9A8      FBgn0087388
GF10354             Dana   NUBP2_DROAN  B3M9R3      FBgn0087395
GF10375             Dana   FLOWR_DROAN  B3M9W1      FBgn0087416
GF10470             Dana   SHEP_DROAN   B3M3R5      FBgn0087511
GF10503             Dana   EIF3E_DROAN  B3M4D9      FBgn0087544
GF10707             Dana   PLK4_DROAN   B3M6I4      FBgn0087748
GF10810             Dana   SGF11_DROAN  B3M881      FBgn0087850
GF10993             Dana   MAEL1_DROAN  B3MB79      FBgn0088033
GF11048             Dana   EI3F2_DROAN  B3MJ61      FBgn0088088
GF11110             Dana   SDF2A_DROAN  B3MI37      FBgn0088150
GF11182             Dana   CLP1_DROAN   B3MGZ0      FBgn0088222
GF11203             Dana   SDF2B_DROAN  B3MGU5      FBgn0088243
GF11303             Dana   ANM7_DROAN   B3MF31      FBgn0088343
GF11342             Dana   EIF3B_DROAN  B3ME25      FBgn0088382
GF11500             Dana   NTAQ1_DROAN  B3MCF3      FBgn0088540
GF11609             Dana   ASPG2_DROAN  B3MJ16      FBgn0088649
GF11658             Dana   EIF3C_DROAN  B3MIF1      FBgn0088698
GF11675             Dana   BOP1_DROAN   B3MHX6      FBgn0088715
GF11712             Dana   ASNA_DROAN   B3MHB7      FBgn0088752
GF11794             Dana   KTU_DROAN    B3MG50      FBgn0088834
GF11864             Dana   LIS1_DROAN   B3MEY6      FBgn0088904
GF11934             Dana   TULP_DROAN   B3MDU3      FBgn0088973
GF12085             Dana   CIAO1_DROAN  B3MC74      FBgn0089124
GF12179             Dana   CLU_DROAN    B3MIW0      FBgn0089218
GF12230             Dana   EAF_DROAN    B3MI72      FBgn0089269
GF12369             Dana   LPHN_DROAN   B3MFV7      FBgn0089406
GF12420             Dana   WDR48_DROAN  B3MET8      FBgn0089457
GF12556             Dana   QVR_DROAN    B3MFC2      FBgn0089593
GF12649             Dana   PTK7_DROAN   B3MH43      FBgn0089685
GF12710             Dana   CTU1_DROAN   B3MI77      FBgn0089744
GF12763             Dana   CALYP_DROAN  B3MIV9      FBgn0089797
GF12891             Dana   KAD2_DROAN   B3MCQ5      FBgn0089925
GF12901             Dana   EIF3M_DROAN  B3MCZ5      FBgn0089935
GF12960             Dana   FBSP1_DROAN  B3MDR0      FBgn0089994
GF13050             Dana   AKTP1_DROAN  B3MEZ6      FBgn0090083
GF13081             Dana   OST4_DROAN   B3MFK1      FBgn0090114
GF13114             Dana   TRET1_DROAN  B3MG58      FBgn0090147
GF13159             Dana   AKTP2_DROAN  B3MGT3      FBgn0090192
GF13261             Dana   EIF3K_DROAN  B3MIY7      FBgn0090293
GF13328             Dana   UFC1_DROAN   B3MC02      FBgn0090360
GF13444             Dana   FEN1_DROAN   B3MDA3      FBgn0090476
GF13566             Dana   EIF3J_DROAN  B3MF39      FBgn0090595
GF13819             Dana   SRRT_DROAN   B3MJ69      FBgn0090846
GF14034             Dana   EFGM_DROAN   B3MK91      FBgn0091061
GF14067             Dana   WDR12_DROAN  B3MJV8      FBgn0091094
GF14070             Dana   SMG8_DROAN   B3MJV4      FBgn0091097
GF14127             Dana   IRS1_DROAN   B3MPN6      FBgn0091154
GF14158             Dana   EIF3H_DROAN  B3MP94      FBgn0091185
GF14336             Dana   RAD54_DROAN  B3MMA5      FBgn0091363
GF14467             Dana   IHOG_DROAN   B3MKS0      FBgn0091494
GF14521             Dana   FICD_DROAN   B3MK83      FBgn0091548
GF14827             Dana   KRR1_DROAN   B3MM49      FBgn0091854
GF14986             Dana   RS21_DROAN   B3MLA8      FBgn0092011
GF14991             Dana   AFF4_DROAN   B3MLB7      FBgn0092016
GF14996             Dana   DRE2_DROAN   B3MLC5      FBgn0092021
GF15128             Dana   VTU4_DROAN   B3MMW0      FBgn0092153
GF15219             Dana   HOOK_DROAN   B3MNR6      FBgn0092244
GF15501             Dana   U518_DROAN   B3MLI0      FBgn0092526
GF15533             Dana   MOCS3_DROAN  B3MLX7      FBgn0092558
GF15629             Dana   CTU2_DROAN   B3MN57      FBgn0092653
GF15731             Dana   ZGPAT_DROAN  B3MPC0      FBgn0092755
GF16057             Dana   RAS1_DROAN   B3M185      FBgn0093079
GF16066             Dana   ENOPH_DROAN  B3M173      FBgn0093088
